IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;Lat;Lon
1599359;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599360;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;10,98149967;-74,82769775
1599361;Santa Marta;MAGDALENA;Grupo Comercial exito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;11,1218996;-73,88529968
1599362;Envigado;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;6,153580189;-75,54489899
1599363;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERG;Eje Cafetero;Exito;Jueves;4,499499798;-75,72489929
1599364;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;4,316110134;-74,18109894
1599365;Sincelejo;SUCRE;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;9,302237;-75,395427
1599366;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599367;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG;Cundi-Boyaca;Exito;Miercoles - Lunes;4,316110134;-74,18109894
1599368;Magangue;BOLIVAR;Grupo Comercial exito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;9,169509888;-74,74729919
1599369;Chiquinquira;BOYACA;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;5,622489929;-73,80419922
1599370;Bucaramanga;SANTANDER;Grupo Comercial exito;Mt;Ka;SUPERP;Santanderes;Exito;Jueves;7,155829906;-73,11160278
1599371;Sogamoso;BOYACA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;5,667960167;-72,88629913
1599372;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599373;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599374;La Dorada;CALDAS;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Exito;Jueves;5,540530205;-74,71230316
1599375;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599376;Valledupar;CESAR;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;10,38230038;-73,46309662
1599377;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;10,44919968;-75,46990204
1599378;Neiva;HUILA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Centro;Exito;Jueves - Lunes;2,993360043;-75,2723999
1599379;Ibague;TOLIMA;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;4,451920033;-75,25260162
1599380;Duitama;BOYACA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;5,890600204;-73,06710052
1599381;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;6,257589817;-75,61100006
1599382;Pasto;NARINO;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Pacifico;Exito;Lunes - Viernes;1,083610058;-77,20610046
1599383;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,257589817;-75,61100006
1599384;Guadalajara De Buga;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;3,855249882;-76,10510254
1599385;San Jeronimo;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERP;Antioquia-Choco;Exito;Miercoles - Sabado;6,550779819;-73,11889648
1599386;Lorica;CORDOBA;Grupo Comercial exito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;9,165040016;-75,90979767
1599387;Albania;LA GUAJIRA;Grupo Comercial exito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;11,22869968;-72,53209686
1599388;Malambo;ATLANTICO;Grupo Comercial exito;Mt;Ka;SUPERP;Atlantico;Exito;Jueves;10,84829998;-74,80619812
1599389;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Eje Cafetero;Exito;Jueves;4,499499798;-75,72489929
1599390;Manizales;CALDAS;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Carulla;Jueves;5,083429813;-75,50730133
1599391;Monteria;CORDOBA;Grupo Comercial exito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;8,755063;-75,871643
1599392;Girardot;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;SUPERP;Centro;Exito;Miercoles - Lunes;4,338150024;-74,81140137
1599393;Sabanalarga;ATLANTICO;Grupo Comercial exito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;10,62250042;-74,95510101
1599394;Espinal;TOLIMA;Grupo Comercial exito;Mt;Ka;SUPERG;Centro;Exito;Jueves - Lunes;4,166480064;-74,89350128
1599395;Toluviejo;SUCRE;Grupo Comercial exito;Mt;Ka;SUPERP;Atlantico;Exito;Jueves;9,490300179;-75,44450378
1599396;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599397;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Atlantico;Carulla;Jueves;11,02251;-74,862995
1599398;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,316110134;-74,18109894
1599399;San Gil;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro;Sabado;6,550779819;-73,11889648
1599400;Palmira;VALLE DEL CAUCA;Cencosud;Mt;Ka;SUPERG BASIC;Pacifico;Metro;Jueves - Lunes;3,539468;-76,296632
1599401;Pasto;NARINO;Cencosud;Mt;Ka;SUPERP BASIC;Pacifico;Metro;Jueves - Lunes;1,083610058;-77,20610046
1599402;Neiva;HUILA;Cencosud;Mt;Ka;SUPERG;Centro;Metro;Viernes - Lunes;2,993360043;-75,2723999
1599403;Yopal;CASANARE;Cencosud;Mt;Ka;SUPERG;Llanos;Jumbo;Jueves - Lunes;5,242740154;-72,25800323
1599404;Riohacha;LA GUAJIRA;Cencosud;Mt;Ka;SUPERG;Atlantico;Metro;Viernes;11,24300003;-72,95880127
1599405;Barranquilla;ATLANTICO;Cencosud;Mt;Ka;SUPERG BASIC;Atlantico;Metro;Viernes;10,947355;-74,783412
1599406;Santiago De Cali;VALLE DEL CAUCA;Cencosud;Mt;Ka;SUPERG;Pacifico;Metro;Jueves - Lunes;3,399039984;-76,57649994
1599407;Medellin;ANTIOQUIA;Cencosud;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Metro;Miercoles;6,25998;-75,570913
1599408;Barranquilla;ATLANTICO;Cencosud;Mt;Ka;SUPERG;Atlantico;Metro;Viernes;10,98149967;-74,82769775
1599409;Cucuta;NORTE DE SANTANDER;Cencosud;Mt;Ka;SUPERG BASIC;Santanderes;Metro;Sabado;8,112030029;-72,48860168
1599410;Pasto;NARINO;Cencosud;Mt;Ka;SUPERP;Pacifico;Metro Express;Jueves - Lunes;1,083610058;-77,20610046
1599411;Bucaramanga;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro;Sabado;7,155829906;-73,11160278
1599412;Bucaramanga;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro Express;Sabado;7,155829906;-73,11160278
1599413;Ibague;TOLIMA;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Jueves - Lunes;4,451920033;-75,25260162
1599414;Mosquera;CUNDINAMARCA;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;4,700913;-74,230888
1599415;Tunja;BOYACA;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;5,51846981;-73,37799835
1599416;Bogota;BOGOTA D.C;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;4,316110134;-74,18109894
1599417;Yopal;CASANARE;Homecenter;Mt;Ka;CLUB;Llanos;Homecenter;Martes;5,242740154;-72,25800323
1599418;Bogota;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sao;;4,316110134;-74,18109894
1599419;Monteria;CORDOBA;Olimpica;Mt;Ka;HIPERMERCADO;Atlantico;Olimpica Sto;;8,584699631;-75,95059967
1600421;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,7434;-75,887148
1600422;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,742832;-75,888343
1600423;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,742903;-75,888408
1600424;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,742552;-75,888048
1600425;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,742935;-75,888368
1600426;Monteria;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;8,742932;-75,888377
1600427;Sincelejo;SUCRE;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;9,299805;-75,394713
1600428;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600429;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Surtimayorista;;4,633837;-74,154702
1600430;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600431;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600432;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600433;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600434;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600435;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600436;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600437;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600438;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600439;Chia;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,865449905;-74,03690338
1600440;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600441;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600442;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600443;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1600444;Madrid;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,772679806;-74,25980377
1600445;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;4,316110134;-74,18109894
1611787;Barranquilla;ATLANTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;11,011722;-74,832247
1612656;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,59866;-74,179725
1612657;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,588898;-74,09357
1612658;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,605723;-74,211303
1612659;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,629407;-74,193287
1612660;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,316110134;-74,18109894
1612661;Bogota;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;4,316110134;-74,18109894
1612662;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;4,813483;-75,684133
1612663;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;4,804303;-75,729235
1612664;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;4,824077;-75,697305
1612665;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;5,792293;-73,064173
1612666;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;5,667960167;-72,88629913
1612667;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;5,667960167;-72,88629913
1612668;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;6,257589817;-75,61100006
1612669;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;6,188093;-75,588045
1612670;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;6,27517;-75,549283
1612671;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;6,257589817;-75,61100006
1612930;Jamundi;VALLE DEL CAUCA;Caribe;Dtt;Smi;SMI M BASIC;Pacifico;Tropicana;;3,213890076;-76,62760162
1612931;Jamundi;VALLE DEL CAUCA;Caribe;Dtt;Smi;SMI M BASIC;Pacifico;Tropicana;;3,213890076;-76,62760162
1612932;Palmira;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;3,515833;-76,375622
1612933;Tulua;VALLE DEL CAUCA;Canaveral;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;4,028409958;-76,03250122
1612934;Ricaurte;CUNDINAMARCA;Grupo Comercial exito;Dtt;Ka;SUPERP BASIC;Centro;Carulla;Miercoles - Lunes;4,307360172;-74,72940063
1612935;Cucuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;HYPER BASIC;Santanderes;Olimpica Sao;;8,112030029;-72,48860168
1612936;Cucuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP BASIC;Santanderes;Olimpica Sto;;8,112030029;-72,48860168
1612937;Cucuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP PREMIUM;Santanderes;Olimpica Sto;;8,112030029;-72,48860168
1613492;Bogota;BOGOTA D.C;Prueba;Prueba;Prueba;PRUEBA;Cundi-Boyaca;Prueba;;4,316110134;-74,18109894
1614154;Restrepo;META;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;4,23747015;-73,47370148
1614155;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG;Pacifico;Olimpica Sto;;3,399039984;-76,57649994
1614156;Tulua;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;4,028409958;-76,03250122
1614157;Santander De Quilichao;CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;2,984469891;-76,498703
1614158;Tulua;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG;Pacifico;Olimpica Sto;;4,028409958;-76,03250122
1614159;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;3,399039984;-76,57649994
1614160;Candelaria;ATLANTICO;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;10,48900032;-74,87760162
1614161;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;3,431187;-76,528668
1614162;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;3,399039984;-76,57649994
1614163;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;3,399039984;-76,57649994
1614164;Guacari;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;3,783780098;-76,29450226
1614165;Popayan;CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;2,471699953;-76,59190369
1614166;Cerrito;SANTANDER;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;6,903920174;-72,645401
1614167;Bogota;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;4,316110134;-74,18109894
1614168;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;10,44919968;-75,46990204
1614169;Madrid;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;4,772679806;-74,25980377
1614170;Cota;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;4,788269997;-74,12339783
1614171;Bogota;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;4,316110134;-74,18109894
1614172;Soacha;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;4,53760004;-74,22989655
1614173;Villavicencio;META;Olimpica;Mt;Ka;SUPERP;Llanos;Olimpica Sto;;4,091670036;-73,49289703
1614174;Palmira;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,558389902;-76,22779846
1614175;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614176;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614177;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614178;Jamundi;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,213890076;-76,62760162
1614179;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Pacifico;Superinter;;3,399039984;-76,57649994
1614180;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614181;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614182;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614183;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614184;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,499499798;-75,72489929
1614185;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,499499798;-75,72489929
1614186;Calarca;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,467879772;-75,65670013
1614187;Caicedonia;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;4,309000015;-75,83670044
1614188;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,499499798;-75,72489929
1614189;La Tebaida;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,435669899;-75,81729889
1614190;Circasia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,604849815;-75,66690063
1614191;Caicedonia;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;4,309000015;-75,83670044
1614192;Cartago;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Pacifico;Superinter;;4,706850052;-75,91790009
1614193;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Eje Cafetero;Superinter;;4,812937;-75,708843
1614194;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614195;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614196;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614197;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614198;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614199;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614200;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614201;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614202;La Mesa;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,650770187;-74,47319794
1614203;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614204;Bello;ANTIOQUIA;Colsubsidio;Mt;Ka;SUPERP;Antioquia-Choco;Colsubsidio;;6,358839989;-75,58969879
1614205;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614206;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614207;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614208;Bello;ANTIOQUIA;Colsubsidio;Mt;Ka;SUPERP;Antioquia-Choco;Colsubsidio;;6,358839989;-75,58969879
1614209;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614210;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614211;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1614212;Soacha;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;4,53760004;-74,22989655
1614213;Villeta;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;5,011670113;-74,48760223
1614214;Cucuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SMI P;Santanderes;Olimpica Sto;;8,112030029;-72,48860168
1614215;Dosquebradas;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP BASIC;Eje Cafetero;Superinter;;4,831042;-75,677858
1614216;Dosquebradas;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,842020035;-75,66989899
1614217;Zarzal;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;4,353600025;-76,05069733
1614218;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,781290054;-75,71240234
1614219;Dosquebradas;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,842020035;-75,66989899
1614220;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,781290054;-75,71240234
1614221;Santa Rosa De Cabal;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,833789825;-75,54949951
1614222;Pereira;RISARALDA;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,781290054;-75,71240234
1614223;Armenia;QUINDIO;Grupo Comercial exito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;4,499499798;-75,72489929
1614224;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614225;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
1614226;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP;Pacifico;Superinter;;3,399039984;-76,57649994
