IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1597116;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M BASIC;Eje Cafetero;Serviventas;;0;1;6;5,06487;-75,500735
1597117;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;0;1;6;5,067522;-75,520667
1597118;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M BASIC;Eje Cafetero;Serviventas;;0;1;6;5,031458;-75,463752
1597119;Santa Marta;MAGDALENA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;11,225975;-74,174473
1597120;Buenaventura;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,867677;-76,996263
1597121;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,618579;-74,085876
1597122;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,684475;-74,079977
1597123;Bucaramanga;SANTANDER;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;4;1;3;4,663223;-74,061065
1597124;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,399039984;-76,57649994
1597125;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,390827;-75,479503
1597126;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,395577;-75,486395
1597127;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,639613;-74,06522
1597128;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,476772;-76,5273
1597129;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,577805;-74,13048
1597130;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,733312;-74,066335
1597131;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,712554;-74,034259
1597132;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,255343;-75,583433
1597133;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,185833;-75,570978
1597134;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,398532;-75,494089
1597135;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1597136;Envigado;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,15171;-75,61154
1597137;Envigado;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,171967;-75,5873
1597138;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1597139;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;0;1;6;5,052573;-75,489462
1597140;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;0;1;6;5,060525;-75,489963
1597141;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;0;1;6;5,035448;-75,468517
1597142;Manizales;CALDAS;Mercaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Serviventas;;0;1;6;5,062127;-75,498975
1597143;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597144;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G PREMIUM;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597145;Calarca;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,467879772;-75,65670013
1597146;Montenegro;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,521890163;-75,81809998
1597147;Quimbaya;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,610270023;-75,792099
1597148;Armenia;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,499499798;-75,72489929
1597149;Armenia;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,499499798;-75,72489929
1597150;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;0;1;6;7,155829906;-73,11160278
1597151;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;0;1;6;7,155829906;-73,11160278
1597152;Bucaramanga;SANTANDER;Mercantil;Dtt;Smi;SMI M BASIC;Santanderes;Mercantil;;0;1;6;7,155829906;-73,11160278
1597153;Santiago De Cali;VALLE DEL CAUCA;Mercar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597154;Santiago De Cali;VALLE DEL CAUCA;Mercar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597155;Bucaramanga;SANTANDER;Mercasur;Dtt;Smi;SMI G BASIC;Santanderes;Pastor J Bucaramanga;;0;1;6;7,155829906;-73,11160278
1597156;Bucaramanga;SANTANDER;Mercasur;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;0;1;6;7,155829906;-73,11160278
1597157;Santiago De Cali;VALLE DEL CAUCA;Mercatodo;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597158;Santiago De Cali;VALLE DEL CAUCA;Mercatodo;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1597159;Duitama;BOYACA;Mercopolis;Dtt;Smi;SMI P;Cundi-Boyaca;Pastor J Duitama;;0;1;6;5,825402;-73,033913
1597160;Caldas;ANTIOQUIA;Merkacaldas;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;0;1;6;6,054450035;-75,62640381
1597161;Facatativá;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,834050179;-74,33799744
1597162;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,74979;-74,095568
1597163;Chía;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,892457;-74,032867
1597164;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,68037;-74,15224
1597165;Girardot;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Centro;Exito;Miercoles - Lunes;1;1;0;4,338150024;-74,81140137
1597166;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,648098;-74,1033
1597167;Ibagué;TOLIMA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Centro;Exito;Jueves - Lunes;1;1;0;4,438362;-75,187002
1597168;Ipiales;NARIÑO;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;0,558614016;-77,37039948
1597169;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,168175;-75,615657
1597170;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,241923;-75,548595
1597171;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,651673;-74,125553
1597172;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Pacifico;Exito;Lunes - Viernes;1;1;0;3,485875;-76,516523
1597173;Villavicencio;META;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Llanos;Exito;Miercoles - Lunes;1;1;0;4,091670036;-73,49289703
1597174;Valledupar;CESAR;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;4;1;3;10,469367;-73,2587
1597175;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,246415;-75,60135
1597176;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;5,070085;-75,510003
1597177;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,425734;-75,546875
1597178;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,151262;-75,614283
1597179;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,665101;-74,120289
1597180;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,231933;-75,603675
1597181;Manizales;CALDAS;Merkacaldas;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Tropitiendas;;0;1;6;5,083429813;-75,50730133
1597182;Copacabana;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;0;1;6;6,351880074;-75,50080109
1597183;Medellin;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597184;Medellin;ANTIOQUIA;Merkahorro;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597185;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597186;Sabaneta;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI G;Antioquia-Choco;Surtiventas;;0;1;6;6,138309956;-75,6088028
1597187;Sabaneta;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI G;Antioquia-Choco;Surtiventas;;0;1;6;6,138309956;-75,6088028
1597188;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597189;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597190;Medellin;ANTIOQUIA;Merkepaisa;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1597191;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;0;1;6;10,472897;-73,242718
1597192;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;0;1;6;10,464403;-73,248395
1597193;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M PREMIUM;Atlantico;Pastor J Valledupar;;0;1;6;10,484192;-73,253787
1597194;San Gil;SANTANDER;Multihogar;Dtt;Smi;SMI M BASIC;Santanderes;Multihogar;;0;1;6;6,550779819;-73,11889648
1597195;San Gil;SANTANDER;Multihogar;Dtt;Smi;SMI M BASIC;Santanderes;Multihogar;;0;1;6;6,550779819;-73,11889648
1597196;Manizales;CALDAS;Olimpica;Mt;Ka;HYPER BASIC;Eje Cafetero;Olimpica Sao;;0;1;6;5,06661;-75,491758
1597197;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1597198;Neiva;HUILA;Olimpica;Mt;Ka;SUPERP PREMIUM;Centro;Olimpica Sto;;0;1;6;2,958958;-75,288485
1597199;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;10,938677;-74,782485
1597200;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;10,954218;-74,807565
1597201;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;10,965577;-74,78653
1597202;Facatativá;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,713413;-74,222112
1597203;Barranquilla;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,991528;-74,807232
1597204;Neiva;HUILA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Centro;Exito;Jueves - Lunes;1;1;0;2,926982;-75,291467
1597205;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,705555;-74,071367
1597206;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,623302;-74,15422
1597207;Bucaramanga;SANTANDER;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Santanderes;Exito;Jueves;4;1;3;7,155829906;-73,11160278
1597208;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,399039984;-76,57649994
1597209;Palmira;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Pacifico;Exito;Lunes - Viernes;1;1;0;3,558389902;-76,22779846
1597210;Popayán;CAUCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;2,471699953;-76,59190369
1597211;Barranquilla;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Atlantico;Exito;Jueves;4;1;3;10,945473;-74,784693
1597212;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;4,807265;-75,68337
1597213;Pasto;NARIÑO;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;1,083610058;-77,20610046
1597214;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;4,866507;-75,62075
1597215;Piedecuesta;SANTANDER;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Santanderes;Exito;Jueves;4;1;3;6,962460041;-73,00520325
1597216;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,653752;-74,109713
1597217;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER PREMIUM;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,21217;-75,575238
1597218;Popayán;CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;2,439799;-76,605437
1597219;Rionegro;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,148983;-75,377938
1597220;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,33985;-75,544088
1597221;Montería;CORDOBA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;4;1;3;8,777892;-75,86209
1597222;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;11,008022;-74,82208
1597223;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;10,98149967;-74,82769775
1597224;Cartagena;BOLIVAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;10,389617;-75,476883
1597225;Cartagena;BOLIVAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;10,420678;-75,539008
1597226;Valledupar;CESAR;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;10,460215;-73,264795
1597227;Valledupar;CESAR;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;10,469297;-73,257312
1597228;Montería;CORDOBA;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;8,749484;-75,879584
1597229;Sincelejo;SUCRE;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;9,301292;-75,3821
1597230;Sincelejo;SUCRE;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;9,302607;-75,396007
1597231;Armenia;QUINDÍO;Olimpica;Mt;Ka;HYPER PREMIUM;Eje Cafetero;Olimpica Sao;;0;1;6;4,560187;-75,655438
1597232;Neiva;HUILA;Olimpica;Mt;Ka;HYPER PREMIUM;Centro;Olimpica Sao;;0;1;6;2,936595;-75,29115
1597233;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,632582;-74,115245
1597234;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,737412;-74,085272
1597235;Girardot;CUNDINAMARCA;Olimpica;Mt;Ka;HYPER PREMIUM;Centro;Olimpica Sao;;0;1;6;4,338150024;-74,81140137
1597236;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,65046;-74,066815
1597237;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,711435;-74,111918
1597238;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG PREMIUM;Atlantico;Olimpica Sao;;0;1;6;11,012775;-74,827905
1597239;Buenaventura;VALLE DEL CAUCA;Olimpica;Mt;Ka;HYPER BASIC;Pacifico;Olimpica Sao;;0;1;6;3,611490011;-77,08589935
1597240;Palmira;VALLE DEL CAUCA;Olimpica;Mt;Ka;HYPER BASIC;Pacifico;Olimpica Sao;;0;1;6;3,543818;-76,301152
1597241;Palmira;VALLE DEL CAUCA;Olimpica;Mt;Ka;HYPER BASIC;Pacifico;Olimpica Sao;;0;1;6;3,526492;-76,278645
1597242;Soacha;CUNDINAMARCA;Olimpica;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,58917;-74,194353
1597243;Sabaneta;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,151807;-75,61162
1597244;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,246952;-75,567028
1597245;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,426648;-75,545015
1597246;Barranquilla;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,985235;-74,811297
1597247;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,619725;-74,067317
1597248;Cúcuta;NORTE DE SANTANDER;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Santanderes;Exito;Jueves;4;1;3;8,112030029;-72,48860168
1597249;Neiva;HUILA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Centro;Exito;Jueves - Lunes;1;1;0;2,971029;-75,290887
1597250;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;5,05292;-75,489462
1597251;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,257589817;-75,61100006
1597252;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Pacifico;Exito;Lunes - Viernes;1;1;0;3,399039984;-76,57649994
1597253;Sincelejo;SUCRE;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;9,303915;-75,387167
1597254;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,74878;-74,096783
1597255;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1597256;Tunja;BOYACA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;5,53167;-73,363447
1597257;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,399039984;-76,57649994
1597258;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;4,540503;-75,66504
1597259;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,704213;-74,041002
1597260;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,299885;-75,549187
1597261;Villavicencio;META;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Llanos;Exito;Miercoles - Lunes;1;1;0;4,091670036;-73,49289703
1597262;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,531168;-74,118817
1597263;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;HYPER BASIC;Santanderes;Olimpica Sao;;0;1;6;8,112030029;-72,48860168
1597264;Armenia;QUINDÍO;Olimpica;Mt;Ka;HYPER BASIC;Eje Cafetero;Olimpica Sao;;0;1;6;4,532345;-75,67559
1597265;Montería;CORDOBA;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;8,778792;-75,860137
1597266;Ibagué;TOLIMA;Olimpica;Mt;Ka;HYPER BASIC;Centro;Olimpica Sao;;0;1;6;4,44504;-75,20447
1597267;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;HYPER PREMIUM;Atlantico;Olimpica Sao;;0;1;6;11,237932;-74,207462
1597268;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;HYPER BASIC;Atlantico;Olimpica Sao;;0;1;6;11,006187;-74,813532
1597269;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP BASIC;Atlantico;Olimpica Sto;;0;1;6;10,960067;-74,794273
1597270;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG BASIC;Atlantico;Olimpica Sto;;0;1;6;10,952492;-74,791738
1597271;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1597272;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;11,002148;-74,796963
1597273;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;10,98812;-74,78856
1597274;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG BASIC;Atlantico;Olimpica Sto;;0;1;6;10,995115;-74,805317
1597275;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG BASIC;Atlantico;Olimpica Sto;;0;1;6;10,99172;-74,808335
1597276;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG PREMIUM;Atlantico;Olimpica Sto;;0;1;6;10,999693;-74,809023
1597277;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,597288;-74,153355
1597278;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;11,001578;-74,816105
1597279;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG PREMIUM;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1597280;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERG PREMIUM;Atlantico;Olimpica Sto;;0;1;6;11,015487;-74,825463
1597281;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP BASIC;Atlantico;Olimpica Sto;;0;1;6;10,428018;-75,532833
1597282;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERG PREMIUM;Atlantico;Olimpica Sto;;0;1;6;11,198225;-74,22608
