IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1599346;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599347;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599348;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,257589817;-75,61100006
1599349;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,593849;-74,143455
1599350;Santa Marta;MAGDALENA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;4;1;3;11,1218996;-73,88529968
1599351;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599352;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Eje Cafetero;Exito;Jueves;4;1;3;4,812982;-75,693138
1599353;Cúcuta;NORTE DE SANTANDER;Grupo Comercial Éxito;Mt;Ka;SUPERG;Santanderes;Exito;Jueves;4;1;3;8,112030029;-72,48860168
1599354;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599355;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Eje Cafetero;Exito;Jueves;4;1;3;4,804593;-75,737938
1599356;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;SUPERG;Atlantico;Carulla;Jueves;4;1;3;10,44919968;-75,46990204
1599357;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,257589817;-75,61100006
1599358;Yopal;CASANARE;Grupo Comercial Éxito;Mt;Ka;SUPERG;Llanos;Exito;Miercoles - Lunes;1;1;0;5,242740154;-72,25800323
1599359;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599360;Barranquilla;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Atlantico;Exito;Jueves;4;1;3;10,98149967;-74,82769775
1599361;Santa Marta;MAGDALENA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;4;1;3;11,1218996;-73,88529968
1599362;Envigado;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,153580189;-75,54489899
1599363;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERG;Eje Cafetero;Exito;Jueves;4;1;3;4,499499798;-75,72489929
1599364;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599365;Sincelejo;SUCRE;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;4;1;3;9,302237;-75,395427
1599366;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599367;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599368;Magangue;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;4;1;3;9,169509888;-74,74729919
1599369;Chiquinquirá;BOYACA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;5,622489929;-73,80419922
1599370;Bucaramanga;SANTANDER;Grupo Comercial Éxito;Mt;Ka;SUPERP;Santanderes;Exito;Jueves;4;1;3;7,155829906;-73,11160278
1599371;Sogamoso;BOYACA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;5,667960167;-72,88629913
1599372;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599373;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599374;La Dorada;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Exito;Jueves;4;1;3;5,540530205;-74,71230316
1599375;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599376;Valledupar;CESAR;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Atlantico;Exito;Jueves;4;1;3;10,38230038;-73,46309662
1599377;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;4;1;3;10,44919968;-75,46990204
1599378;Neiva;HUILA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Centro;Exito;Jueves - Lunes;1;1;0;2,993360043;-75,2723999
1599379;Ibagué;TOLIMA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;4,451920033;-75,25260162
1599380;Duitama;BOYACA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Exito;Miercoles - Lunes;1;1;0;5,890600204;-73,06710052
1599381;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,257589817;-75,61100006
1599382;Pasto;NARIÑO;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Pacifico;Exito;Lunes - Viernes;1;1;0;1,083610058;-77,20610046
1599383;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,257589817;-75,61100006
1599384;Guadalajara De Buga;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Pacifico;Exito;Lunes - Viernes;1;1;0;3,855249882;-76,10510254
1599385;San Jerónimo;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,550779819;-73,11889648
1599386;Lorica;CORDOBA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;4;1;3;9,165040016;-75,90979767
1599387;Albania;LA GUAJIRA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Carulla;Jueves;4;1;3;11,22869968;-72,53209686
1599388;Malambo;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Exito;Jueves;4;1;3;10,84829998;-74,80619812
1599389;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Eje Cafetero;Exito;Jueves;4;1;3;4,499499798;-75,72489929
1599390;Manizales;CALDAS;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Carulla;Jueves;4;1;3;5,083429813;-75,50730133
1599391;Montería;CORDOBA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;4;1;3;8,755063;-75,871643
1599392;Girardot;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Centro;Exito;Miercoles - Lunes;1;1;0;4,338150024;-74,81140137
1599393;Sabanalarga;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;SUPERG;Atlantico;Exito;Jueves;4;1;3;10,62250042;-74,95510101
1599394;Espinal;TOLIMA;Grupo Comercial Éxito;Mt;Ka;SUPERG;Centro;Exito;Jueves - Lunes;1;1;0;4,166480064;-74,89350128
1599395;Toluviejo;SUCRE;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Exito;Jueves;4;1;3;9,490300179;-75,44450378
1599396;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599397;Barranquilla;ATLÁNTICO;Grupo Comercial Éxito;Mt;Ka;SUPERP PREMIUM;Atlantico;Carulla;Jueves;4;1;3;11,02251;-74,862995
1599398;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,316110134;-74,18109894
1599399;San Gil;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro;Sábado;6;1;5;6,550779819;-73,11889648
1599400;Palmira;VALLE DEL CAUCA;Cencosud;Mt;Ka;SUPERG BASIC;Pacifico;Metro;Jueves - Lunes;1;1;0;3,539468;-76,296632
1599401;Pasto;NARIÑO;Cencosud;Mt;Ka;SUPERP BASIC;Pacifico;Metro;Jueves - Lunes;1;1;0;1,083610058;-77,20610046
1599402;Neiva;HUILA;Cencosud;Mt;Ka;SUPERG;Centro;Metro;Viernes - Lunes;1;1;0;2,993360043;-75,2723999
1599403;Yopal;CASANARE;Cencosud;Mt;Ka;SUPERG;Llanos;Jumbo;Jueves - Lunes;1;1;0;5,242740154;-72,25800323
1599404;Riohacha;LA GUAJIRA;Cencosud;Mt;Ka;SUPERG;Atlantico;Metro;Viernes;5;1;4;11,24300003;-72,95880127
1599405;Barranquilla;ATLÁNTICO;Cencosud;Mt;Ka;SUPERG BASIC;Atlantico;Metro;Viernes;5;1;4;10,947355;-74,783412
1599406;Santiago De Cali;VALLE DEL CAUCA;Cencosud;Mt;Ka;SUPERG;Pacifico;Metro;Jueves - Lunes;1;1;0;3,399039984;-76,57649994
1599407;Medellin;ANTIOQUIA;Cencosud;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Metro;Miercoles;3;1;2;6,25998;-75,570913
1599408;Barranquilla;ATLÁNTICO;Cencosud;Mt;Ka;SUPERG;Atlantico;Metro;Viernes;5;1;4;10,98149967;-74,82769775
1599409;Cúcuta;NORTE DE SANTANDER;Cencosud;Mt;Ka;SUPERG BASIC;Santanderes;Metro;Sábado;6;1;5;8,112030029;-72,48860168
1599410;Pasto;NARIÑO;Cencosud;Mt;Ka;SUPERP;Pacifico;Metro Express;Jueves - Lunes;1;1;0;1,083610058;-77,20610046
1599411;Bucaramanga;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro;Sábado;6;1;5;7,155829906;-73,11160278
1599412;Bucaramanga;SANTANDER;Cencosud;Mt;Ka;SUPERP;Santanderes;Metro Express;Sábado;6;1;5;7,155829906;-73,11160278
1599413;Ibagué;TOLIMA;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Exito;Jueves - Lunes;1;1;0;4,451920033;-75,25260162
1599414;Mosquera;CUNDINAMARCA;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;1;1;0;4,700913;-74,230888
1599415;Tunja;BOYACA;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;1;1;0;5,51846981;-73,37799835
1599416;Bogotá;BOGOTA D.C;Homecenter;Mt;Ka;CLUB;Cundi-Boyaca;Homecenter;Lunes;1;1;0;4,316110134;-74,18109894
1599417;Yopal;CASANARE;Homecenter;Mt;Ka;CLUB;Llanos;Homecenter;Martes;2;1;1;5,242740154;-72,25800323
1599418;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sao;;0;1;6;4,316110134;-74,18109894
1599419;Montería;CORDOBA;Olimpica;Mt;Ka;HIPERMERCADO;Atlantico;Olimpica Sto;;0;1;6;8,584699631;-75,95059967
1600421;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,7434;-75,887148
1600422;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742832;-75,888343
1600423;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742903;-75,888408
1600424;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742552;-75,888048
1600425;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742935;-75,888368
1600426;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742932;-75,888377
1600427;Sincelejo;SUCRE;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;9,299805;-75,394713
1600428;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600429;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HYPER BASIC;Cundi-Boyaca;Surtimayorista;;0;1;6;4,633837;-74,154702
1600430;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600431;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600432;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600433;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600434;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600435;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600436;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600437;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600438;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600439;Chía;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,865449905;-74,03690338
1600440;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600441;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600442;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600443;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1600444;Madrid;CUNDINAMARCA;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,772679806;-74,25980377
1600445;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;HIPERMERCADO;Cundi-Boyaca;Surtimayorista;;0;1;6;4,316110134;-74,18109894
1611787;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;11,011722;-74,832247
1612656;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,59866;-74,179725
1612657;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,588898;-74,09357
1612658;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,605723;-74,211303
1612659;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,629407;-74,193287
1612660;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,316110134;-74,18109894
1612661;Bogotá;BOGOTA D.C;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;4,316110134;-74,18109894
1612662;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;0;1;6;4,813483;-75,684133
1612663;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;0;1;6;4,804303;-75,729235
1612664;Pereira;RISARALDA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Eje Cafetero;Distribuidora;;0;1;6;4,824077;-75,697305
1612665;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;5,792293;-73,064173
1612666;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;5,667960167;-72,88629913
1612667;Sogamoso;BOYACA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Cundi-Boyaca;Distribuidora;;0;1;6;5,667960167;-72,88629913
1612668;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;0;1;6;6,257589817;-75,61100006
1612669;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;0;1;6;6,188093;-75,588045
1612670;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;0;1;6;6,27517;-75,549283
1612671;Medellin;ANTIOQUIA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Antioquia-Choco;Distribuidora;;0;1;6;6,257589817;-75,61100006
1612930;Jamundí;VALLE DEL CAUCA;Caribe;Dtt;Smi;SMI M BASIC;Pacifico;Tropicana;;0;1;6;3,213890076;-76,62760162
1612931;Jamundí;VALLE DEL CAUCA;Caribe;Dtt;Smi;SMI M BASIC;Pacifico;Tropicana;;0;1;6;3,213890076;-76,62760162
1612932;Palmira;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;0;1;6;3,515833;-76,375622
1612933;Tulúa;VALLE DEL CAUCA;Cañaveral;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;0;1;6;4,028409958;-76,03250122
1612934;Ricaurte;CUNDINAMARCA;Grupo Comercial Éxito;Dtt;Ka;SUPERP BASIC;Centro;Carulla;Miercoles - Lunes;1;1;0;4,307360172;-74,72940063
1612935;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;HYPER BASIC;Santanderes;Olimpica Sao;;0;1;6;8,112030029;-72,48860168
1612936;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP BASIC;Santanderes;Olimpica Sto;;0;1;6;8,112030029;-72,48860168
1612937;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP PREMIUM;Santanderes;Olimpica Sto;;0;1;6;8,112030029;-72,48860168
1613492;Bogotá;BOGOTA D.C;Prueba;Prueba;Prueba;PRUEBA;Cundi-Boyaca;Prueba;;0;1;6;4,316110134;-74,18109894
1614154;Restrepo;META;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;4,23747015;-73,47370148
1614155;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614156;Tulúa;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,028409958;-76,03250122
1614157;Santander De Quilichao;CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;2,984469891;-76,498703
1614158;Tulúa;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG;Pacifico;Olimpica Sto;;0;1;6;4,028409958;-76,03250122
1614159;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614160;Candelaria;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;10,48900032;-74,87760162
1614161;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;0;1;6;3,431187;-76,528668
1614162;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614163;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614164;Guacarí;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,783780098;-76,29450226
1614165;Popayán;CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;2,471699953;-76,59190369
1614166;Cerrito;SANTANDER;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;6,903920174;-72,645401
1614167;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614168;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614169;Madrid;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,772679806;-74,25980377
1614170;Cota;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,788269997;-74,12339783
1614171;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614172;Soacha;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,53760004;-74,22989655
1614173;Villavicencio;META;Olimpica;Mt;Ka;SUPERP;Llanos;Olimpica Sto;;0;1;6;4,091670036;-73,49289703
1614174;Palmira;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,558389902;-76,22779846
1614175;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614176;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614177;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614178;Jamundí;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,213890076;-76,62760162
1614179;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614180;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614181;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614182;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614183;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614184;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,499499798;-75,72489929
1614185;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,499499798;-75,72489929
1614186;Calarca;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,467879772;-75,65670013
1614187;Caicedonia;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;4,309000015;-75,83670044
1614188;Armenia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,499499798;-75,72489929
1614189;La Tebaida;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,435669899;-75,81729889
1614190;Circasia;QUINDÍO;Grupo Comercial Éxito;Mt;Ka;SUPERP;Eje Cafetero;Superinter;;0;1;6;4,604849815;-75,66690063
1614191;Caicedonia;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;4,309000015;-75,83670044
1614192;Cartago;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Pacifico;Superinter;;0;1;6;4,706850052;-75,91790009
1614193;Pereira;RISARALDA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Eje Cafetero;Superinter;;0;1;6;4,812937;-75,708843
1614194;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
